label,机器名,业务IP,归属系统,归属微服务,系统级别,进程,规格,机房,网络区域,芯片架构,最高CPU利用率,最高内存利用率,CPU利用率(>20%)时间占比,CPU利用率(>30%)时间占比,创建/变更时间
5-降内存,hfa-app-kafka-kzx-0002,10.3.3.75,APP,kafka,A+,kafka,2C8G,hfa,KFCS,C86,0.35,0.14,0.03,0.01,2020/1/28
3-升CPU内存,sza-app-kafka-kzx-0001,10.3.1.114,APP,kafka,A+,kafka,2C8G,sza,KFCS,ARM,0.73,0.87,0.79,0.55,2020/5/24
1-升CPU,sza-app-kafka-kzx-0002,10.3.1.158,APP,kafka,A+,kafka,2C8G,sza,KFCS,ARM,0.69,0.78,0.42,0.27,2020/5/9
1-升CPU,szb-app-kafka-kzx-0001,10.3.2.1,APP,kafka,A+,kafka,2C8G,szb,KFCS,x86,0.65,0.71,0.64,0.11,2020/6/25
5-降内存,szb-app-kafka-kzx-0002,10.3.2.123,APP,kafka,A+,kafka,2C8G,szb,KFCS,x86,0.1,0.27,0,0,2020/6/16
0-平,hfa-app-manage-kzx-0001,10.3.3.33,APP,manage,A+,manage,2C4G,hfa,KFCS,C86,0.39,0.88,0.01,0,2020/2/13
0-平,hfa-app-manage-kzx-0002,10.3.3.237,APP,manage,A+,manage,2C4G,hfa,KFCS,C86,0.3,0.19,0.28,0.06,2020/8/6
3-升CPU内存,sza-app-manage-kzx-0001,10.3.1.23,APP,manage,A+,manage,2C4G,sza,KFCS,ARM,0.79,1,0.53,0.19,2020/3/15
1-升CPU,sza-app-manage-kzx-0002,10.3.1.21,APP,manage,A+,manage,2C4G,sza,KFCS,ARM,0.61,0.29,0.46,0.06,2020/11/20
1-升CPU,szb-app-manage-kzx-0001,10.3.2.145,APP,manage,A+,manage,2C4G,szb,KFCS,C86,0.36,0.83,0.19,0.05,2020/5/23
0-平,szb-app-manage-kzx-0002,10.3.2.252,APP,manage,A+,manage,2C4G,szb,KFCS,C86,0.26,0.17,0.18,0,2020/9/7
5-降内存,hfa-app-mos-kzx-0001,10.8.3.142,APP,mos,A+,mos,4C8G,hfa,OA,x86,0.26,0.59,0.06,0,2020/6/3
4-降CPU,hfa-app-mos-kzx-0002,10.8.3.204,APP,mos,A+,mos,4C8G,hfa,OA,x86,0.48,0.59,0.06,0.03,2020/4/26
5-降内存,sza-app-mos-kzx-0001,10.8.1.234,APP,mos,A+,mos,32C64G,sza,OA,C86,1,0.82,0.59,0.44,2020/1/14
6-降CPU内存,sza-app-mos-kzx-0002,10.8.1.170,APP,mos,A+,mos,32C64G,sza,OA,C86,0.55,0.42,0.31,0.19,2020/5/28
6-降CPU内存,szb-app-mos-kzx-0001,10.8.2.211,APP,mos,A+,mos,32C64G,szb,OA,C86,0.12,0.33,0,0,2020/8/15
6-降CPU内存,szb-app-mos-kzx-0002,10.8.2.113,APP,mos,A+,mos,32C64G,szb,OA,C86,0.11,0.14,0,0,2020/7/26
3-升CPU内存,hfa-app-service-kzx-0001,10.3.3.71,APP,service,A+,service,8C32G,hfa,KFCS,ARM,0.37,0.64,0.14,0.03,2020/8/3
5-降内存,hfa-app-service-kzx-0002,10.3.3.209,APP,service,A+,service,8C32G,hfa,KFCS,ARM,0.44,0.52,0.38,0.23,2020/5/24
1-升CPU,sza-app-service-kzx-0001,10.3.1.8,APP,service,A+,service,8C32G,sza,KFCS,ARM,0.86,0.75,0.56,0.24,2020/3/3
6-降CPU内存,sza-app-service-kzx-0002,10.3.1.178,APP,service,A+,service,8C32G,sza,KFCS,ARM,0.4,0.49,0.36,0.15,2020/4/9
6-降CPU内存,szb-app-service-kzx-0001,10.3.2.245,APP,service,A+,service,8C32G,szb,KFCS,ARM,0.24,0.51,0.64,0,2020/8/3
1-升CPU,szb-app-service-kzx-0002,10.3.2.117,APP,service,A+,service,8C32G,szb,KFCS,ARM,0.78,0.4,0.18,0.02,2020/9/21
3-升CPU内存,hfa-app-web-kzx-0001,10.8.3.145,APP,web,A+,web,4C16G,hfa,OA,x86,0.34,0.58,0.2,0.1,2020/9/22
6-降CPU内存,hfa-app-web-kzx-0002,10.8.3.205,APP,web,A+,web,4C16G,hfa,OA,x86,0.13,0.17,0,0,2020/9/11
1-升CPU,sza-app-web-kzx-0001,10.8.1.36,APP,web,A+,web,16C32G,sza,OA,ARM,0.81,0.78,0.6,0.46,2020/6/26
0-平,sza-app-web-kzx-0002,10.8.1.28,APP,web,A+,web,16C32G,sza,OA,ARM,0.47,0.69,0.44,0.14,2020/4/3
4-降CPU,szb-app-web-kzx-0001,10.8.2.147,APP,web,A+,web,16C32G,szb,OA,x86,0.27,0.87,0.14,0,2020/9/17
4-降CPU,szb-app-web-kzx-0002,10.8.2.207,APP,web,A+,web,16C32G,szb,OA,x86,0.26,0.88,0.03,0,2020/10/27
1-升CPU,hfa-app-web5-kzx-0001,10.1.3.65,APP,web5,A+,web5,8C16G,hfa,AG,C86,0.52,0.69,0.06,0.03,2020/3/3
6-降CPU内存,hfa-app-web5-kzx-0002,10.1.3.59,APP,web5,A+,web5,8C16G,hfa,AG,C86,0.15,0.16,0,0,2020/10/10
1-升CPU,sza-app-web5-kzx-0001,10.1.1.241,APP,web5,A+,web5,8C32G,sza,AG,C86,0.84,0.76,0.41,0.35,2020/3/10
1-升CPU,sza-app-web5-kzx-0002,10.1.1.162,APP,web5,A+,web5,8C32G,sza,AG,C86,0.57,0.79,0.39,0.07,2020/4/5
6-降CPU内存,szb-app-web5-kzx-0001,10.1.2.39,APP,web5,A+,web5,8C32G,szb,AG,C86,0.26,0.27,0.14,0,2020/4/23
6-降CPU内存,szb-app-web5-kzx-0002,10.1.2.59,APP,web5,A+,web5,8C32G,szb,AG,C86,0.14,0.25,0,0,2020/8/14
2-升内存,hfa-callcenter-CMCC-kzx-0001,10.3.3.173,CALLCENTER,CMCC,B,CMCC,4C16G,hfa,KFCS,C86,0.37,0.55,0.34,0.16,2020/11/10
6-降CPU内存,hfa-callcenter-CMCC-kzx-0002,10.3.3.140,CALLCENTER,CMCC,B,CMCC,4C16G,hfa,KFCS,C86,0.1,0.19,0,0,2020/9/6
3-升CPU内存,sza-callcenter-CMCC-kzx-0001,10.3.1.133,CALLCENTER,CMCC,B,CMCC,8C16G,sza,KFCS,C86,0.88,0.84,0.54,0.24,2020/6/2
1-升CPU,sza-callcenter-CMCC-kzx-0002,10.3.1.36,CALLCENTER,CMCC,B,CMCC,8C16G,sza,KFCS,C86,0.54,0.25,0.28,0.09,2020/7/11
4-降CPU,szb-callcenter-CMCC-kzx-0001,10.3.2.193,CALLCENTER,CMCC,B,CMCC,8C16G,szb,KFCS,ARM,0.15,1,0,0,2020/3/24
3-升CPU内存,szb-callcenter-CMCC-kzx-0002,10.3.2.224,CALLCENTER,CMCC,B,CMCC,8C16G,szb,KFCS,ARM,0.49,1,0.07,0.03,2020/10/25
6-降CPU内存,hfa-callcenter-CTCC-kzx-0001,10.2.3.125,CALLCENTER,CTCC,B,CTCC,4C8G,hfa,SCYW,ARM,0.33,0.33,0.11,0.03,2020/2/6
6-降CPU内存,hfa-callcenter-CTCC-kzx-0002,10.2.3.192,CALLCENTER,CTCC,B,CTCC,4C8G,hfa,SCYW,ARM,0.49,0.24,0.23,0.04,2020/11/28
1-升CPU,sza-callcenter-CTCC-kzx-0001,10.2.1.25,CALLCENTER,CTCC,B,CTCC,8C16G,sza,SCYW,x86,0.88,0.76,0.41,0.22,2020/11/11
4-降CPU,sza-callcenter-CTCC-kzx-0002,10.2.1.3,CALLCENTER,CTCC,B,CTCC,8C16G,sza,SCYW,x86,0.1,1,0,0,2020/3/13
6-降CPU内存,szb-callcenter-CTCC-kzx-0001,10.2.2.209,CALLCENTER,CTCC,B,CTCC,8C16G,szb,SCYW,x86,0.14,0.39,0,0,2020/12/1
6-降CPU内存,szb-callcenter-CTCC-kzx-0002,10.2.2.184,CALLCENTER,CTCC,B,CTCC,8C16G,szb,SCYW,x86,0.19,0.22,0,0,2020/5/27
1-升CPU,hfa-callcenter-CUCC-kzx-0001,10.3.3.18,CALLCENTER,CUCC,B,CUCC,2C8G,hfa,KFCS,ARM,0.81,0.65,0.18,0.01,2020/6/13
5-降内存,hfa-callcenter-CUCC-kzx-0002,10.3.3.2,CALLCENTER,CUCC,B,CUCC,2C8G,hfa,KFCS,ARM,0.39,0.55,0.55,0.05,2020/6/21
1-升CPU,sza-callcenter-CUCC-kzx-0001,10.3.1.204,CALLCENTER,CUCC,B,CUCC,16C32G,sza,KFCS,x86,0.8,0.66,0.75,0.6,2020/6/11
1-升CPU,sza-callcenter-CUCC-kzx-0002,10.3.1.223,CALLCENTER,CUCC,B,CUCC,16C32G,sza,KFCS,x86,0.55,0.37,0.02,0.01,2020/11/21
6-降CPU内存,szb-callcenter-CUCC-kzx-0001,10.3.2.171,CALLCENTER,CUCC,B,CUCC,16C32G,szb,KFCS,x86,0.34,0.35,0.4,0.05,2020/5/14
6-降CPU内存,szb-callcenter-CUCC-kzx-0002,10.3.2.5,CALLCENTER,CUCC,B,CUCC,16C32G,szb,KFCS,x86,0.45,0.39,0.19,0.05,2020/4/23
4-降CPU,hfa-callcenter-Kafka-kzx-0001,10.2.3.120,CALLCENTER,Kafka,B,Kafka,4C16G,hfa,SCYW,C86,0.26,0.82,0.1,0,2020/2/18
1-升CPU,hfa-callcenter-Kafka-kzx-0002,10.2.3.222,CALLCENTER,Kafka,B,Kafka,4C16G,hfa,SCYW,C86,0.81,0.1,0.16,0.07,2020/8/5
6-降CPU内存,hfa-callcenter-Kafka-kzx-0003,10.2.3.126,CALLCENTER,Kafka,B,Kafka,4C16G,hfa,SCYW,C86,0.31,0.21,0.19,0.02,2020/4/4
4-降CPU,sza-callcenter-Kafka-kzx-0001,10.2.1.240,CALLCENTER,Kafka,B,Kafka,16C64G,sza,SCYW,x86,1,0.23,0.63,0.46,2020/6/23
6-降CPU内存,sza-callcenter-Kafka-kzx-0002,10.2.1.65,CALLCENTER,Kafka,B,Kafka,16C64G,sza,SCYW,x86,0.33,0.32,0.11,0.05,2020/4/21
6-降CPU内存,sza-callcenter-Kafka-kzx-0003,10.2.1.175,CALLCENTER,Kafka,B,Kafka,16C64G,sza,SCYW,x86,0.61,0.34,0.02,0.01,2020/10/15
6-降CPU内存,szb-callcenter-Kafka-kzx-0001,10.2.2.205,CALLCENTER,Kafka,B,Kafka,16C64G,szb,SCYW,ARM,0.18,0.45,0,0,2020/10/21
4-降CPU,szb-callcenter-Kafka-kzx-0002,10.2.2.180,CALLCENTER,Kafka,B,Kafka,16C64G,szb,SCYW,ARM,0.26,0.85,0.04,0,2020/3/15
6-降CPU内存,szb-callcenter-Kafka-kzx-0003,10.2.2.245,CALLCENTER,Kafka,B,Kafka,16C64G,szb,SCYW,ARM,0.41,0.33,0.2,0.01,2020/5/7
0-平,hfa-callcenter-MGR-kzx-0001,10.3.3.80,CALLCENTER,MGR,B,MGR,2C4G,hfa,KFCS,ARM,0.38,0.32,0.64,0.01,2020/5/5
0-平,hfa-callcenter-MGR-kzx-0002,10.3.3.36,CALLCENTER,MGR,B,MGR,2C4G,hfa,KFCS,ARM,0.37,0.15,0.17,0.05,2020/8/11
1-升CPU,sza-callcenter-MGR-kzx-0001,10.3.1.246,CALLCENTER,MGR,B,MGR,2C4G,sza,KFCS,ARM,1,0.73,0.55,0.34,2020/12/19
0-平,sza-callcenter-MGR-kzx-0002,10.3.1.38,CALLCENTER,MGR,B,MGR,2C4G,sza,KFCS,ARM,0.12,0.35,0,0,2020/8/14
0-平,szb-callcenter-MGR-kzx-0001,10.3.2.30,CALLCENTER,MGR,B,MGR,2C4G,szb,KFCS,x86,0.37,0.38,0.13,0.07,2020/10/10
1-升CPU,szb-callcenter-MGR-kzx-0002,10.3.2.130,CALLCENTER,MGR,B,MGR,2C4G,szb,KFCS,x86,0.57,0.19,0.55,0.04,2020/9/10
1-升CPU,hfa-callcenter-Nginx-kzx-0001,10.3.3.231,CALLCENTER,Nginx,B,Nginx,2C8G,hfa,KFCS,ARM,0.62,0.36,0.54,0.16,2020/4/22
5-降内存,hfa-callcenter-Nginx-kzx-0002,10.3.3.40,CALLCENTER,Nginx,B,Nginx,2C8G,hfa,KFCS,ARM,0.47,0.32,0.14,0.09,2020/5/5
5-降内存,sza-callcenter-Nginx-kzx-0001,10.3.1.195,CALLCENTER,Nginx,B,Nginx,2C8G,sza,KFCS,x86,0.29,0.88,0.54,0,2020/10/14
5-降内存,sza-callcenter-Nginx-kzx-0002,10.3.1.126,CALLCENTER,Nginx,B,Nginx,2C8G,sza,KFCS,x86,0.1,0.42,0,0,2020/12/27
5-降内存,sza-callcenter-Nginx-kzx-0003,10.3.1.40,CALLCENTER,Nginx,B,Nginx,2C8G,sza,KFCS,x86,0.12,0.39,0,0,2020/12/12
5-降内存,szb-callcenter-Nginx-kzx-0001,10.3.2.206,CALLCENTER,Nginx,B,Nginx,2C8G,szb,KFCS,C86,0.31,0.47,0.15,0.02,2020/1/28
1-升CPU,szb-callcenter-Nginx-kzx-0002,10.3.2.135,CALLCENTER,Nginx,B,Nginx,2C8G,szb,KFCS,C86,0.76,0.28,0.2,0.07,2020/7/7
1-升CPU,szb-callcenter-Nginx-kzx-0003,10.3.2.241,CALLCENTER,Nginx,B,Nginx,2C8G,szb,KFCS,C86,0.48,0.68,0.27,0.07,2020/8/15
6-降CPU内存,hfa-callcenter-gateway-kzx-0001,10.1.3.191,CALLCENTER,gateway,B,gateway,4C16G,hfa,AG,C86,0.28,0.69,0.12,0,2020/12/24
6-降CPU内存,hfa-callcenter-gateway-kzx-0002,10.1.3.11,CALLCENTER,gateway,B,gateway,4C16G,hfa,AG,C86,0.22,0.25,0.01,0,2020/6/3
4-降CPU,hfa-callcenter-gateway-kzx-0003,10.1.3.131,CALLCENTER,gateway,B,gateway,4C16G,hfa,AG,C86,0.12,0.79,0,0,2020/5/13
5-降内存,sza-callcenter-gateway-kzx-0001,10.1.1.201,CALLCENTER,gateway,B,gateway,16C32G,sza,AG,ARM,0.15,0.55,0,0,2020/5/23
6-降CPU内存,sza-callcenter-gateway-kzx-0002,10.1.1.167,CALLCENTER,gateway,B,gateway,16C32G,sza,AG,ARM,0.23,0.14,0.11,0,2020/9/12
6-降CPU内存,sza-callcenter-gateway-kzx-0003,10.1.1.68,CALLCENTER,gateway,B,gateway,16C32G,sza,AG,ARM,0.45,0.46,0.28,0.02,2020/8/21
6-降CPU内存,sza-callcenter-gateway-kzx-0004,10.1.1.37,CALLCENTER,gateway,B,gateway,16C32G,sza,AG,ARM,0.42,0.87,0.19,0.1,2020/2/3
4-降CPU,sza-callcenter-gateway-kzx-0005,10.1.1.240,CALLCENTER,gateway,B,gateway,16C32G,sza,AG,ARM,0.12,0.85,0,0,2020/9/20
4-降CPU,sza-callcenter-gateway-kzx-0006,10.1.1.133,CALLCENTER,gateway,B,gateway,16C32G,sza,AG,ARM,0.26,0.92,0.6,0,2020/1/22
1-升CPU,szb-callcenter-gateway-kzx-0001,10.1.2.93,CALLCENTER,gateway,B,gateway,16C32G,szb,AG,x86,0.68,0.48,0.02,0.01,2020/11/17
6-降CPU内存,szb-callcenter-gateway-kzx-0002,10.1.2.17,CALLCENTER,gateway,B,gateway,16C32G,szb,AG,x86,0.15,0.26,0,0,2020/7/1
6-降CPU内存,szb-callcenter-gateway-kzx-0003,10.1.2.115,CALLCENTER,gateway,B,gateway,16C32G,szb,AG,x86,0.19,0.21,0,0,2020/7/10
6-降CPU内存,szb-callcenter-gateway-kzx-0004,10.1.2.140,CALLCENTER,gateway,B,gateway,16C32G,szb,AG,x86,0.23,0.15,0.19,0,2020/4/22
1-升CPU,szb-callcenter-gateway-kzx-0005,10.1.2.36,CALLCENTER,gateway,B,gateway,16C32G,szb,AG,x86,0.97,0.32,0.38,0.23,2020/1/16
6-降CPU内存,szb-callcenter-gateway-kzx-0006,10.1.2.64,CALLCENTER,gateway,B,gateway,16C32G,szb,AG,x86,0.29,0.14,0.21,0,2020/11/21
6-降CPU内存,hfa-callcenter-ha-kzx-0001,10.2.3.201,CALLCENTER,ha,B,ha,4C16G,hfa,SCYW,C86,0.28,0.21,0.18,0,2020/8/6
5-降内存,hfa-callcenter-ha-kzx-0002,10.2.3.48,CALLCENTER,ha,B,ha,4C16G,hfa,SCYW,C86,0.17,0.61,0,0,2020/8/18
3-升CPU内存,sza-callcenter-ha-kzx-0001,10.2.1.157,CALLCENTER,ha,B,ha,4C16G,sza,SCYW,x86,0.92,0.91,0.79,0.43,2020/11/21
6-降CPU内存,sza-callcenter-ha-kzx-0002,10.2.1.8,CALLCENTER,ha,B,ha,4C16G,sza,SCYW,x86,0.48,0.16,0.34,0.28,2020/8/12
6-降CPU内存,szb-callcenter-ha-kzx-0001,10.2.2.159,CALLCENTER,ha,B,ha,4C16G,szb,SCYW,x86,0.38,0.12,0.67,0.26,2020/9/18
2-升内存,szb-callcenter-ha-kzx-0002,10.2.2.250,CALLCENTER,ha,B,ha,4C16G,szb,SCYW,x86,0.33,0.96,0.09,0.04,2020/8/16
6-降CPU内存,hfa-callcenter-service-kzx-0001,10.2.3.161,CALLCENTER,service,B,service,8C16G,hfa,SCYW,x86,0.25,0.21,0.21,0,2020/9/19
6-降CPU内存,hfa-callcenter-service-kzx-0002,10.2.3.80,CALLCENTER,service,B,service,8C16G,hfa,SCYW,x86,0.18,0.35,0,0,2020/1/3
1-升CPU,sza-callcenter-service-kzx-0001,10.2.1.113,CALLCENTER,service,B,service,8C32G,sza,SCYW,ARM,0.81,0.59,0.72,0.68,2020/4/14
1-升CPU,sza-callcenter-service-kzx-0002,10.2.1.199,CALLCENTER,service,B,service,8C32G,sza,SCYW,ARM,1,0.55,0.1,0.05,2020/11/16
6-降CPU内存,szb-callcenter-service-kzx-0001,10.2.2.145,CALLCENTER,service,B,service,8C32G,szb,SCYW,C86,0.22,0.22,0.08,0,2020/12/26
4-降CPU,szb-callcenter-service-kzx-0002,10.2.2.154,CALLCENTER,service,B,service,8C32G,szb,SCYW,C86,0.26,0.76,0.08,0,2020/3/14
6-降CPU内存,hfa-callcenter-web-kzx-0001,10.1.3.94,CALLCENTER,web,B,web,4C16G,hfa,AG,C86,0.4,0.17,0.1,0.05,2020/6/14
1-升CPU,hfa-callcenter-web-kzx-0002,10.1.3.194,CALLCENTER,web,B,web,4C16G,hfa,AG,C86,0.89,0.31,0.02,0.01,2020/11/15
6-降CPU内存,sza-callcenter-web-kzx-0001,10.1.1.19,CALLCENTER,web,B,web,16C64G,sza,AG,x86,1,0.82,0.58,0.47,2020/10/20
6-降CPU内存,sza-callcenter-web-kzx-0002,10.1.1.40,CALLCENTER,web,B,web,16C64G,sza,AG,x86,0.12,0.21,0,0,2020/7/14
1-升CPU,sza-callcenter-web-kzx-0003,10.1.1.156,CALLCENTER,web,B,web,16C64G,sza,AG,x86,0.35,0.84,0.15,0.05,2020/12/19
6-降CPU内存,szb-callcenter-web-kzx-0001,10.1.2.253,CALLCENTER,web,B,web,16C64G,szb,AG,x86,0.34,0.2,0.27,0.12,2020/9/16
0-平,szb-callcenter-web-kzx-0002,10.1.2.239,CALLCENTER,web,B,web,16C64G,szb,AG,x86,0.2,0.65,0.2,0,2020/6/21
6-降CPU内存,szb-callcenter-web-kzx-0003,10.1.2.218,CALLCENTER,web,B,web,16C64G,szb,AG,x86,0.25,0.15,0.28,0,2020/2/5
1-升CPU,bja-chat-Kafka-kzx-0001,10.2.4.170,CHAT,Kafka,B,Kafka,16C64G,bja,SCYW,ARM,0.89,0.91,0.64,0.2,2020/2/18
0-平,bja-chat-Kafka-kzx-0002,10.2.4.172,CHAT,Kafka,B,Kafka,16C64G,bja,SCYW,ARM,0.68,0.62,0.19,0.07,2020/11/28
0-平,bja-chat-Kafka-kzx-0003,10.2.4.135,CHAT,Kafka,B,Kafka,16C64G,bja,SCYW,ARM,0.84,0.56,0.45,0.16,2020/5/12
4-降CPU,bjb-chat-Kafka-kzx-0001,10.2.5.90,CHAT,Kafka,B,Kafka,16C64G,bjb,SCYW,x86,0.15,0.76,0,0,2020/6/27
6-降CPU内存,bjb-chat-Kafka-kzx-0002,10.2.5.212,CHAT,Kafka,B,Kafka,16C64G,bjb,SCYW,x86,0.14,0.1,0,0,2020/1/21
4-降CPU,bjb-chat-Kafka-kzx-0003,10.2.5.56,CHAT,Kafka,B,Kafka,16C64G,bjb,SCYW,x86,0.27,0.94,0.23,0,2020/11/25
2-升内存,hfa-chat-Kafka-kzx-0001,10.2.3.215,CHAT,Kafka,B,Kafka,16C32G,hfa,SCYW,ARM,0.33,0.56,0.17,0.09,2020/10/13
1-升CPU,hfa-chat-Kafka-kzx-0002,10.2.3.179,CHAT,Kafka,B,Kafka,16C32G,hfa,SCYW,ARM,0.98,0.55,0.25,0.11,2020/7/5
1-升CPU,hfa-chat-Kafka-kzx-0003,10.2.3.121,CHAT,Kafka,B,Kafka,16C32G,hfa,SCYW,ARM,0.61,0.19,0.46,0.38,2020/7/25
5-降内存,bja-chat-MGR-kzx-0001,10.2.4.43,CHAT,MGR,B,MGR,32C64G,bja,SCYW,x86,0.85,0.9,0.66,0.44,2020/2/2
0-平,bja-chat-MGR-kzx-0002,10.2.4.143,CHAT,MGR,B,MGR,32C64G,bja,SCYW,x86,0.95,0.44,0.82,0.28,2020/12/26
6-降CPU内存,bjb-chat-MGR-kzx-0001,10.2.5.34,CHAT,MGR,B,MGR,32C64G,bjb,SCYW,ARM,0.11,0.24,0,0,2020/3/14
0-平,bjb-chat-MGR-kzx-0002,10.2.5.122,CHAT,MGR,B,MGR,32C64G,bjb,SCYW,ARM,0.4,0.56,0.1,0.05,2020/3/1
1-升CPU,hfa-chat-MGR-kzx-0001,10.2.3.173,CHAT,MGR,B,MGR,8C16G,hfa,SCYW,x86,0.6,0.46,0.12,0.05,2020/3/5
6-降CPU内存,hfa-chat-MGR-kzx-0002,10.2.3.159,CHAT,MGR,B,MGR,8C16G,hfa,SCYW,x86,0.29,0.14,0.2,0,2020/9/21
1-升CPU,bja-chat-Nginx-kzx-0001,10.6.4.85,CHAT,Nginx,B,Nginx,4C16G,bja,WEB,ARM,0.73,0.29,0.16,0.07,2020/10/26
3-升CPU内存,bja-chat-Nginx-kzx-0002,10.6.4.12,CHAT,Nginx,B,Nginx,4C16G,bja,WEB,ARM,0.99,0.81,0.39,0.08,2020/6/28
6-降CPU内存,bjb-chat-Nginx-kzx-0001,10.6.5.229,CHAT,Nginx,B,Nginx,4C16G,bjb,WEB,C86,0.35,0.38,0.17,0.08,2020/8/22
6-降CPU内存,bjb-chat-Nginx-kzx-0002,10.6.5.87,CHAT,Nginx,B,Nginx,4C16G,bjb,WEB,C86,0.25,0.44,0.79,0,2020/1/6
1-升CPU,hfa-chat-Nginx-kzx-0001,10.6.3.94,CHAT,Nginx,B,Nginx,2C4G,hfa,WEB,C86,0.61,0.33,0.26,0.17,2020/1/26
0-平,hfa-chat-Nginx-kzx-0002,10.6.3.63,CHAT,Nginx,B,Nginx,2C4G,hfa,WEB,C86,0.42,0.83,0.17,0.04,2020/2/12
3-升CPU内存,bja-chat-chat-kzx-0001,10.2.4.113,CHAT,chat,B,chat,2C8G,bja,SCYW,ARM,0.86,0.87,0.97,0.63,2020/9/8
3-升CPU内存,bja-chat-chat-kzx-0002,10.2.4.126,CHAT,chat,B,chat,2C8G,bja,SCYW,ARM,0.68,0.82,0.03,0.01,2020/9/14
5-降内存,bja-chat-chat-kzx-0003,10.2.4.36,CHAT,chat,B,chat,2C8G,bja,SCYW,ARM,0.4,0.59,0.05,0.02,2020/1/14
5-降内存,bja-chat-chat-kzx-0004,10.2.4.48,CHAT,chat,B,chat,2C8G,bja,SCYW,ARM,0.37,0.65,0.66,0.35,2020/10/27
1-升CPU,bjb-chat-chat-kzx-0001,10.2.5.44,CHAT,chat,B,chat,2C8G,bjb,SCYW,C86,0.6,0.41,0.3,0.2,2020/4/27
5-降内存,bjb-chat-chat-kzx-0002,10.2.5.131,CHAT,chat,B,chat,2C8G,bjb,SCYW,C86,0.11,0.57,0,0,2020/3/18
5-降内存,bjb-chat-chat-kzx-0003,10.2.5.207,CHAT,chat,B,chat,2C8G,bjb,SCYW,C86,0.27,0.27,0.13,0,2020/9/23
5-降内存,bjb-chat-chat-kzx-0004,10.2.5.130,CHAT,chat,B,chat,2C8G,bjb,SCYW,C86,0.23,0.48,0.69,0,2020/7/2
5-降内存,hfa-chat-chat-kzx-0001,10.2.3.9,CHAT,chat,B,chat,2C8G,hfa,SCYW,ARM,0.37,0.31,0.11,0.03,2020/11/1
5-降内存,hfa-chat-chat-kzx-0002,10.2.3.146,CHAT,chat,B,chat,2C8G,hfa,SCYW,ARM,0.25,0.34,0.24,0,2020/12/6
5-降内存,hfa-chat-chat-kzx-0003,10.2.3.222,CHAT,chat,B,chat,2C8G,hfa,SCYW,ARM,0.16,0.68,0,0,2020/11/3
1-升CPU,hfa-chat-chat-kzx-0004,10.2.3.204,CHAT,chat,B,chat,2C8G,hfa,SCYW,ARM,0.84,0.27,0.15,0.09,2020/10/23
1-升CPU,bja-chat-gateway-kzx-0001,10.1.4.206,CHAT,gateway,B,gateway,2C4G,bja,AG,C86,0.65,0.79,0.75,0.57,2020/7/20
2-升内存,bja-chat-gateway-kzx-0002,10.1.4.99,CHAT,gateway,B,gateway,2C4G,bja,AG,C86,0.31,0.78,0.02,0.01,2020/7/24
0-平,bjb-chat-gateway-kzx-0001,10.1.5.197,CHAT,gateway,B,gateway,2C4G,bjb,AG,x86,0.39,0.49,0.35,0.1,2020/10/28
0-平,bjb-chat-gateway-kzx-0002,10.1.5.158,CHAT,gateway,B,gateway,2C4G,bjb,AG,x86,0.15,0.17,0,0,2020/8/26
1-升CPU,hfa-chat-gateway-kzx-0001,10.1.3.99,CHAT,gateway,B,gateway,2C4G,hfa,AG,ARM,0.58,0.24,0.14,0.09,2020/2/12
0-平,hfa-chat-gateway-kzx-0002,10.1.3.168,CHAT,gateway,B,gateway,2C4G,hfa,AG,ARM,0.36,0.24,0.13,0.06,2020/11/24
3-升CPU内存,bja-chat-ha-kzx-0001,10.1.4.160,CHAT,ha,B,ha,8C32G,bja,AG,x86,0.93,0.93,0.61,0.31,2020/12/16
6-降CPU内存,bja-chat-ha-kzx-0002,10.1.4.39,CHAT,ha,B,ha,8C32G,bja,AG,x86,0.46,0.48,0.64,0.25,2020/2/25
6-降CPU内存,bjb-chat-ha-kzx-0001,10.1.5.92,CHAT,ha,B,ha,8C32G,bjb,AG,x86,0.12,0.22,0,0,2020/8/21
3-升CPU内存,bjb-chat-ha-kzx-0002,10.1.5.105,CHAT,ha,B,ha,8C32G,bjb,AG,x86,1,0.83,0.05,0.02,2020/2/22
6-降CPU内存,hfa-chat-ha-kzx-0001,10.1.3.107,CHAT,ha,B,ha,8C32G,hfa,AG,ARM,0.3,0.15,0.07,0.03,2020/12/6
6-降CPU内存,hfa-chat-ha-kzx-0002,10.1.3.104,CHAT,ha,B,ha,8C32G,hfa,AG,ARM,0.1,0.17,0,0,2020/4/23
1-升CPU,bja-chat-image-kzx-0001,10.1.4.170,CHAT,image,B,image,16C32G,bja,AG,ARM,1,0.7,0.92,0.72,2020/11/23
3-升CPU内存,bja-chat-image-kzx-0002,10.1.4.58,CHAT,image,B,image,16C32G,bja,AG,ARM,0.4,0.94,0.16,0.04,2020/7/10
6-降CPU内存,bjb-chat-image-kzx-0001,10.1.5.73,CHAT,image,B,image,16C32G,bjb,AG,ARM,0.19,0.18,0,0,2020/5/9
6-降CPU内存,bjb-chat-image-kzx-0002,10.1.5.113,CHAT,image,B,image,16C32G,bjb,AG,ARM,0.21,0.38,0.32,0,2020/11/27
