业务IP,归属系统,归属微服务,系统级别,进程,规格,机房,网络区域,芯片架构,最高CPU利用率,最高内存利用率,CPU利用率(>20%)时间占比,CPU利用率(>30%)时间占比,group
[  1 111   0 167],2,[2],2,[2],7,3,4,2,1.4753558198462204,1.1062381151747362,0.5334832173420243,0.6540297986106072,[92 36  8 64  0]
[ 1  0  0 43],0,[9],1,[9],5,3,0,0,0.4207418662942867,0.3894059164913881,0.45513291912104026,0.22815763714380446,[92 21 15 64  1]
[  1 230 111 120],6,[75],2,[75],0,4,3,1,-0.4520420952659342,-0.8556184285902159,0.7293589628944851,1.6882907621728422,[93 46 97 64  1]
[  1 230 188  87],10,[46],3,[46],6,0,3,0,0.7116698534810273,0.6912300001475349,-0.6025961068622467,-0.0760367639039116,[33 61 61 64  1]
[  1 209 177 213],3,[11],2,[11],2,2,5,1,-0.19748010647753642,1.3703341883738642,-0.40672036130978617,-0.441070045161171,[56 38 17 64  1]
[  1   0 198 179],8,[58],0,[58],7,1,0,1,-0.7429700824526744,-1.1574425122463623,-0.328370063088802,-0.684425565999344,[34 50 76 64  1]
[  1 209 111 219],17,[9],0,[9],4,4,5,1,0.7480358518793698,-0.21424225082090467,-0.328370063088802,-0.5019089253707143,[93 88 15 64  1]
[  1 111 177  79],16,[40],0,[40],5,2,4,2,-0.5247740920626192,-1.0819864913323256,0.10255657712661118,-0.1977145243229981,[56 77 54 64  1]
[  1 220 198 226],11,[4],3,[4],3,1,1,2,-0.9248000744443873,-0.138786229906868,1.160285603109898,-0.684425565999344,[34 65 10 64  3]
[  1   0 177  99],16,[13],0,[13],5,2,0,2,1.511721818244563,-0.4783383240200326,-0.21084461575732566,-0.01519788369436841,[56 77 19 64  1]
[  1   0 111 180],14,[19],3,[19],2,4,0,1,0.784401850277712,-0.7424343972191608,1.160285603109898,2.235840684058731,[93 72 26 64  1]
[  1 209 111  39],17,[29],0,[29],5,4,5,1,-1.1066300664360997,-0.8556184285902159,-1.0726978961881521,-0.684425565999344,[93 88 40 64  1]
[  1   0 198   3],16,[8],0,[8],4,1,0,0,-0.9611660728427298,-0.4783383240200326,-0.9551724488566757,-0.684425565999344,[34 77 14 64  0]
[  1 209 111  21],12,[7],2,[7],0,4,5,1,-0.8884340760460446,-0.40288230310599615,-0.7592967033042152,-0.684425565999344,[93 67 13 64  2]
[  1 111 198   4],11,[9],3,[9],1,1,4,0,1.220793831057823,-0.28969827173494117,-0.9159972997461836,-0.5627478055802575,[34 65 15 64  0]
[  1   0   0 195],17,[20],0,[20],0,3,0,1,0.5298398614893144,1.7476142929440475,-0.5242458086412625,-0.5019089253707143,[92 88 27 64  2]
[  1 230 198 246],5,[76],3,[76],3,1,3,1,-0.7066040840543318,0.3894059164913881,-0.36754521219929415,-0.684425565999344,[34 41 98 64  1]
[  1 111 177   4],8,[12],0,[12],2,2,4,1,-0.779336080851017,1.1062381151747362,0.8860595593364534,-0.684425565999344,[56 50 18 64  1]
[  1 111 188 160],16,[12],0,[12],3,0,4,1,1.3662578246511927,1.7098862824870291,2.100489181761709,3.1484238872018797,[33 77 18 64  0]
[  1   0   0 100],2,[76],2,[76],1,3,0,2,1.9117478006263309,1.3326061779168459,1.1994607522203902,2.1750018038491876,[92 36 98 64  0]
[  1 230   0 242],6,[23],2,[23],4,3,3,0,0.6753038550826848,1.294878167459828,1.8262631379882641,0.41067427777243415,[92 46 30 64  0]
[  1 111 177 202],3,[74],2,[74],3,2,4,1,-0.7066040840543318,1.1062381151747362,-0.054144019315357186,-0.684425565999344,[56 38 96 64  0]
[  1 177 177 189],2,[11],2,[11],3,2,2,0,-0.01565011448582375,-0.5537943449340693,-0.5242458086412625,-0.1368756441134549,[56 36 17 64  1]
[  1   0 177  96],17,[12],0,[12],2,2,0,1,-0.41567609686759166,-0.7424343972191608,-0.8376470015251994,-0.5019089253707143,[56 88 18 64  5]
[  1 220 111 139],6,[50],2,[50],0,4,1,2,-0.9975320712410722,-1.2706265436174171,1.9437885853197405,-0.684425565999344,[93 46 66 64  2]
[  1 230 177 155],0,[5],1,[5],6,2,3,1,-0.37931009846924907,-0.10105821944984966,-0.6417712559727389,-0.441070045161171,[56 21 11 64  2]
[  1 230 111 160],0,[5],1,[5],6,4,3,0,-0.37931009846924907,-1.006530470418289,-0.7984718524147073,-0.5019089253707143,[93 21 11 64  0]
[  1 111 198 191],3,[76],2,[76],2,1,4,1,1.3298918262528503,-0.4406103135630145,-1.03352274707766,-0.684425565999344,[34 38 98 64  2]
[  1 111 177 117],3,[28],2,[28],3,2,4,0,1.3298918262528503,-0.7424343972191608,-0.48507065953077044,-0.1368756441134549,[56 38 38 64  3]
[  1 111 177 109],16,[12],0,[12],2,2,4,1,1.3662578246511927,-0.21424225082090467,-0.48507065953077044,-0.5019089253707143,[56 77 18 64  4]
[  1 209   0 147],12,[40],2,[40],0,3,5,1,1.1116958358627953,1.1439661256317546,1.160285603109898,2.235840684058731,[92 67 54 64  0]
[  1 177   0  38],6,[70],2,[70],0,3,2,2,-0.9611660728427298,0.04985382237822349,0.024206278905627102,-0.684425565999344,[92 46 90 64  1]
[  1 220 188 238],11,[4],3,[4],3,0,1,1,-0.4520420952659342,0.2384938746633152,2.5705909710876145,0.47151315798197746,[33 65 10 64  3]
[  1 230   0   6],15,[9],2,[9],1,3,3,1,0.4207418662942867,0.42713392694840646,-0.13249431753634147,0.16731875693426135,[92 75 15 64  4]
[  1 177 177  89],2,[3],2,[3],3,2,2,0,1.220793831057823,0.6912300001475349,-0.36754521219929415,-0.6235866857898008,[56 36  9 64  0]
[  1   0 177   9],8,[20],0,[20],3,2,0,0,-0.6338720872576469,-1.1951705227033806,-0.328370063088802,-0.5627478055802575,[56 50 27 64  0]
[  1   0 177   3],8,[11],0,[11],2,2,0,1,-0.7066040840543318,-0.629250365848106,0.376782620900056,-0.684425565999344,[56 50 17 64  1]
[  1 230 177 111],0,[12],1,[12],3,2,3,1,1.1844278326594804,0.04985382237822349,0.768534112004977,-0.0760367639039116,[56 21 18 64  3]
[  1 111   0  38],17,[60],0,[60],5,3,4,0,0.8207678486760546,1.2571501570028096,1.3953364977728508,0.41067427777243415,[92 88 79 64  0]
[  1 111 198  34],16,[76],0,[76],7,1,4,2,-0.4520420952659342,-1.1574425122463623,0.024206278905627102,-0.2585534045325413,[34 77 98 64  0]
[  1 230 177 214],6,[23],2,[23],8,2,3,2,-0.27021210327422135,-1.1574425122463623,-0.48507065953077044,-0.1977145243229981,[56 46 30 64  1]
[  1 111 177   3],17,[60],0,[60],2,2,4,0,-0.01565011448582375,-1.2706265436174171,0.5726583664525164,-0.1977145243229981,[56 88 79 64  1]
[  1 230 111 245],6,[67],2,[67],2,4,3,1,-1.0338980696394149,2.0117103661431757,-1.0726978961881521,-0.684425565999344,[93 46 86 64  1]
[  1 111 198  11],13,[9],2,[9],5,1,4,2,-0.8157020792493596,-1.3083545540744355,0.8468844102259613,-0.684425565999344,[34 71 15 64  0]
[  1   0 111 107],12,[9],2,[9],1,4,0,2,1.1844278326594804,1.181694136088773,-0.014968870204865044,-0.6235866857898008,[93 67 15 64  0]
[  1 177 198 116],11,[40],3,[40],1,1,2,1,-0.8884340760460446,0.04985382237822349,-0.328370063088802,-0.684425565999344,[34 65 54 64  0]
[  1 209 198 162],3,[72],2,[72],1,1,5,2,-1.3248260568261552,0.8798700524326262,-1.0726978961881521,-0.684425565999344,[34 38 94 64  0]
[  1 220 177  83],18,[78],3,[78],3,2,1,0,-1.3248260568261552,1.294878167459828,-1.0726978961881521,-0.684425565999344,[ 56 100 100  64   1]
[  1   0 198 156],8,[11],0,[11],1,1,0,0,-0.12474810968085126,0.6157739792334982,-0.8376470015251994,-0.5019089253707143,[34 50 17 64  1]
[  1   0 111  46],2,[39],2,[39],0,4,0,2,-0.8884340760460446,-1.1951705227033806,-0.328370063088802,-0.684425565999344,[93 36 53 64  3]
[  1 111 198  26],3,[9],2,[9],4,1,4,0,-0.27021210327422135,0.3516779060343702,-0.680946405083231,-0.3802311649516278,[34 38 15 64  1]
[  1 230 177  60],0,[12],1,[12],3,2,3,1,0.9662318422694249,-0.9688024599612707,-0.054144019315357186,-0.0760367639039116,[56 21 18 64  1]
[  1 111 198 126],3,[49],2,[49],5,1,4,0,-0.19748010647753642,-0.6669783763051244,-0.6417712559727389,-0.2585534045325413,[34 38 65 64  2]
[  1 177 177 208],9,[41],3,[41],2,2,2,1,-1.25209406002947,-1.2706265436174171,-1.0726978961881521,-0.684425565999344,[56 55 55 64  0]
[  1 230 111  48],0,[16],1,[16],4,4,3,2,-1.0338980696394149,-0.10105821944984966,-1.0726978961881521,-0.684425565999344,[93 21 23 64  1]
[  1   0 188  68],3,[40],2,[40],8,0,0,2,1.6571858118379335,1.7476142929440475,1.3169861995518666,1.2015797204964962,[33 38 54 64  0]
[  1 177 111  94],0,[43],1,[43],8,4,2,1,-0.05201611288416612,1.7853423034010656,-0.014968870204865044,-0.1368756441134549,[93 21 58 64  1]
[  1   0   0 113],14,[5],3,[5],6,3,0,2,0.20254587590423168,-0.21424225082090467,2.609766120198106,2.4791962048969043,[92 72 11 64  1]
[  1 230 177 174],0,[24],1,[24],2,2,3,0,-1.3248260568261552,-0.516066334477051,-1.0726978961881521,-0.684425565999344,[56 21 31 64  1]
[  1 177 177 197],7,[35],3,[35],1,2,2,1,-0.3429441000709065,0.08758183283524183,-0.36754521219929415,-0.5019089253707143,[56 48 48 64  1]
[  1 111 111 122],2,[2],2,[2],7,4,4,2,-1.2157280616311275,-0.28969827173494117,-1.0726978961881521,-0.684425565999344,[93 36  8 64  0]
[  1 220 111  53],0,[62],1,[62],1,4,1,2,-1.3248260568261552,-1.0442584808753073,-1.0726978961881521,-0.684425565999344,[93 21 81 64  0]
[  1 111 111 204],17,[60],0,[60],5,4,4,2,-0.6702380856559894,-1.119714501789344,2.0613140326512167,-0.684425565999344,[93 88 79 64  2]
[  1 111 177 165],11,[5],3,[5],1,2,4,0,-0.30657810167256394,-1.1951705227033806,-0.9159972997461836,-0.5627478055802575,[56 65 11 64  1]
[  1 111 188  25],13,[9],2,[9],5,0,4,1,-0.19748010647753642,1.294878167459828,-0.2500197648678178,0.28899651735334775,[33 71 15 64  1]
[  1 111 111  54],0,[33],1,[33],7,4,4,1,-0.3429441000709065,-0.8933464390472341,-0.8376470015251994,-0.5019089253707143,[93 21 45 64  0]
[  1   0 177 102],5,[11],3,[11],2,2,0,0,-0.779336080851017,-1.1951705227033806,-0.680946405083231,-0.684425565999344,[56 41 17 64  1]
[  1   0   0 153],14,[20],3,[20],0,3,0,0,1.1844278326594804,1.5212462302019376,0.5726583664525164,0.16731875693426135,[92 72 27 64  0]
[  1   0 111 141],14,[5],3,[5],6,4,0,1,-1.2884600584278125,-1.1574425122463623,-1.0726978961881521,-0.684425565999344,[93 72 11 64  0]
[  1 230   0 180],6,[75],2,[75],0,3,3,1,-0.7429700824526744,-1.1574425122463623,-0.9159972997461836,-0.684425565999344,[92 46 97 64  1]
[  1 177 198 195],5,[31],3,[31],2,1,2,0,-0.5975060888593043,-1.006530470418289,-0.5634209577517546,-0.0760367639039116,[34 41 43 64  1]
[  1 230   0  52],6,[71],2,[71],2,3,3,0,1.6208198134395908,1.3326061779168459,1.5128619451043273,2.4791962048969043,[92 46 91 64  0]
[  1 230   0 163],0,[16],1,[16],4,3,3,1,1.1116958358627953,0.7289580106045532,0.8468844102259613,-0.441070045161171,[92 21 23 64  1]
[  1 111 188  93],13,[40],2,[40],2,0,4,1,-0.5611400904609617,0.5403179583194615,0.6510086646735008,-0.01519788369436841,[33 71 54 64  1]
[  1 220   0 155],15,[65],2,[65],2,3,1,0,1.1844278326594804,0.6535019896905165,1.6303873924358032,1.6274518819632988,[92 75 84 64  0]
[  1   0 188 206],16,[20],0,[20],1,0,0,2,0.9298658438710823,0.31394989557735187,-0.5242458086412625,-0.5019089253707143,[33 77 27 64  1]
[  1 111 198 200],16,[40],0,[40],4,1,4,0,0.4207418662942867,-1.383810574988472,1.9437885853197405,2.3575184444778174,[34 77 54 64  1]
[  1 111 177  95],13,[11],2,[11],2,2,4,2,-1.1793620632327848,1.823070313858084,-1.0726978961881521,-0.684425565999344,[56 71 17 64  1]
[  1 209   0 178],17,[16],0,[16],1,3,5,0,0.23891187430257427,0.7289580106045532,0.768534112004977,1.384096361125126,[92 88 23 64  1]
[  1 230 177 238],6,[7],2,[7],2,2,3,1,-1.2884600584278125,-0.06333020899283132,-1.0726978961881521,-0.684425565999344,[56 46 13 64  0]
[  1 111 177  84],16,[10],0,[10],2,2,4,2,-0.779336080851017,-0.7801624076761792,-0.40672036130978617,-0.684425565999344,[56 77 16 64  1]
[  1   0 177 118],16,[9],0,[9],6,2,0,0,-1.0702640680377573,0.4648619374054248,-1.0726978961881521,-0.684425565999344,[56 77 15 64  1]
[  1 230 177  17],6,[75],2,[75],6,2,3,1,0.8934998454727398,-1.006530470418289,1.5128619451043273,-0.3193922847420846,[56 46 97 64  0]
[  1 230 111  48],0,[24],1,[24],0,4,3,0,-1.3611920552244978,-1.383810574988472,-1.0726978961881521,-0.684425565999344,[93 21 31 64  1]
[  1 111   0  69],0,[40],1,[40],0,3,4,1,1.511721818244563,2.0117103661431757,1.6303873924358032,2.418357324687361,[92 21 54 64  0]
[ 1  0  0 13],12,[11],2,[11],3,3,0,2,0.4207418662942867,-1.1574425122463623,0.9252347084469456,1.2015797204964962,[92 67 17 64  1]
[  1 230   0 175],1,[76],1,[76],0,3,3,0,-0.01565011448582375,0.8421420419756078,0.6510086646735008,0.16731875693426135,[92 27 98 64  1]
[  1 111 188  81],3,[7],2,[7],1,0,4,0,0.7480358518793698,0.5780459687764798,-0.328370063088802,-0.2585534045325413,[33 38 13 64  1]
[  1 111 188 118],3,[74],2,[74],6,0,4,2,-0.7066040840543318,0.5025899478624432,1.1994607522203902,-0.684425565999344,[33 38 96 64  1]
[  1 220 177 177],6,[50],2,[50],3,2,1,1,-0.12474810968085126,1.2571501570028096,0.25925717356857975,0.04564099651517479,[56 46 66 64  3]
[  1 111 198 127],11,[42],3,[42],4,1,4,1,-0.6702380856559894,-0.7424343972191608,-0.40672036130978617,-0.684425565999344,[34 65 57 64  0]
[  1 230 177 153],6,[71],2,[71],2,2,3,1,-1.2884600584278125,0.2762218851203335,-1.0726978961881521,-0.684425565999344,[56 46 91 64  0]
[  1 230   0  79],1,[54],1,[54],4,3,3,1,0.2752778727009168,-0.17651424036388633,0.1417317262371033,0.47151315798197746,[92 27 70 64  1]
[  1 230 177 246],0,[47],1,[47],2,2,3,1,-1.25209406002947,0.20076586420629686,-1.0726978961881521,-0.684425565999344,[56 21 62 64  0]
[  1 111 198 232],11,[42],3,[42],4,1,4,1,-0.5611400904609617,-1.1574425122463623,-0.8768221506356916,-0.5627478055802575,[34 65 57 64  5]
[  1   0 188  87],8,[58],0,[58],7,0,0,2,0.6389378566843421,0.31394989557735187,0.8860595593364534,1.6274518819632988,[33 50 76 64  1]
[  1 177 177  46],2,[1],2,[1],5,2,2,1,-1.3611920552244978,-1.0442584808753073,-1.0726978961881521,-0.684425565999344,[56 36  7 64  1]
[  1 111 198   6],13,[76],2,[76],6,1,4,0,0.4207418662942867,-1.2706265436174171,0.4943080682315324,1.0190630798678666,[34 71 98 64  1]
[  1 220   0 149],14,[11],3,[11],8,3,1,1,0.8207678486760546,-0.4406103135630145,1.1211104539994063,2.1141629236396446,[92 72 17 64  0]
[  1 111 177 163],16,[76],0,[76],3,2,4,1,1.5480878166429057,0.04985382237822349,-1.03352274707766,-0.684425565999344,[56 77 98 64  0]
[  1   0 111 178],12,[9],2,[9],1,4,0,2,-0.37931009846924907,-0.10105821944984966,-0.36754521219929415,-0.441070045161171,[93 67 15 64  1]
[  1   0 198  28],8,[11],0,[11],1,1,0,0,-0.23384610487587898,-1.383810574988472,-1.03352274707766,-0.684425565999344,[34 50 17 64  5]
[  1 111 177  85],6,[68],2,[68],7,2,4,0,0.784401850277712,-1.2328985331603988,-0.09331916842584934,-0.0760367639039116,[56 46 87 64  0]
[  1 230 111 125],1,[54],1,[54],4,4,3,1,-1.2884600584278125,-0.516066334477051,-1.0726978961881521,-0.684425565999344,[93 27 70 64  0]
[  1   0 177  93],1,[9],1,[9],2,2,0,0,-0.4520420952659342,-0.9688024599612707,1.1994607522203902,0.7148686788201504,[56 27 15 64  0]
[  1 230 198  30],10,[9],3,[9],1,1,3,1,0.09344788070920397,-0.4406103135630145,0.10255657712661118,-0.3802311649516278,[34 61 15 64  1]
[  1   0 177 238],0,[38],1,[38],8,2,0,1,-1.2157280616311275,-1.1951705227033806,-1.0726978961881521,-0.684425565999344,[56 21 52 64  0]
[  1 209 177 212],13,[55],2,[55],7,2,5,1,0.2752778727009168,-0.7424343972191608,1.434511646883343,-0.3802311649516278,[56 71 71 64  0]
[  1 111 111  69],6,[58],2,[58],0,4,4,1,-0.5611400904609617,-0.8178904181331975,1.3561613486623587,0.22815763714380446,[93 46 76 64  0]
[  1 220   0  36],6,[66],2,[66],5,3,1,1,1.1844278326594804,1.7476142929440475,1.160285603109898,2.235840684058731,[92 46 85 64  0]
[  1   0 177  51],6,[11],2,[11],2,2,0,2,-0.5247740920626192,1.7098862824870291,-0.09331916842584934,-0.1368756441134549,[56 46 17 64  0]
[  1 177 111 241],1,[40],1,[40],3,4,2,1,1.9117478006263309,-1.1951705227033806,-0.09331916842584934,0.5323520381915208,[93 27 54 64  0]
[ 1  0  0 75],2,[39],2,[39],0,3,0,0,-0.8884340760460446,-1.2328985331603988,-0.6417712559727389,-0.684425565999344,[92 36 53 64  1]
[  1 111 198  35],3,[28],2,[28],3,1,4,1,-0.8884340760460446,0.04985382237822349,1.6303873924358032,-0.684425565999344,[34 38 38 64  3]
[  1   0 198  79],13,[7],2,[7],3,1,0,2,0.05708188231086139,-1.0819864913323256,1.5128619451043273,0.8973853194487801,[34 71 13 64  1]
[  1   0 198   0],16,[20],0,[20],1,1,0,1,-0.01565011448582375,1.936254345229139,0.8468844102259613,0.47151315798197746,[34 77 27 64  1]
[  1 111 198  88],3,[49],2,[49],5,1,4,0,-0.9611660728427298,-1.1574425122463623,-0.7201215541937231,-0.684425565999344,[34 38 65 64  0]
[  1 177 177 245],0,[43],1,[43],2,2,2,2,0.45710786469262926,-0.8178904181331975,2.178839479982693,1.0799019600774096,[56 21 58 64  1]
[  1 111 111  74],6,[68],2,[68],8,4,4,0,-0.8157020792493596,-1.119714501789344,-1.03352274707766,-0.684425565999344,[93 46 87 64  1]
[  1   0 177 202],17,[40],0,[40],6,2,0,1,-0.16111410807919385,-1.383810574988472,0.8468844102259613,1.0190630798678666,[56 88 54 64  1]
[  1 220   0  47],14,[9],3,[9],4,3,1,1,1.9117478006263309,0.6157739792334982,1.5128619451043273,-0.3193922847420846,[92 72 15 64  0]
[  1 111 111 238],15,[21],2,[21],8,4,4,2,-1.2884600584278125,0.12530984329226016,-1.0726978961881521,-0.684425565999344,[93 75 28 64  1]
[  1 111 111  15],14,[69],3,[69],5,4,4,1,0.3116438710992594,1.860798324315102,-0.5634209577517546,-0.3802311649516278,[93 72 89 64  1]
[  1 111 177  68],8,[12],0,[12],2,2,4,1,1.5480878166429057,-0.7801624076761792,-0.7984718524147073,-0.5019089253707143,[56 50 18 64  2]
[  1 209 111 112],17,[16],0,[16],1,4,5,0,0.5298398614893144,-1.383810574988472,-1.03352274707766,-0.684425565999344,[93 88 23 64  0]
[  1 111 188 184],3,[28],2,[28],3,0,4,0,-0.27021210327422135,0.4648619374054248,-0.8768221506356916,-0.5627478055802575,[33 38 38 64  2]
[  1 177   0  81],15,[57],2,[57],5,3,2,2,0.784401850277712,0.8044140315185899,-0.21084461575732566,-0.01519788369436841,[92 75 74 64  3]
[  1 111 198 180],4,[76],3,[76],0,1,4,2,-0.4520420952659342,-0.06333020899283132,1.2778110504413744,0.41067427777243415,[34 39 98 64  0]
[  1 177 111  35],2,[9],2,[9],2,4,2,2,0.3480098694976016,-1.0442584808753073,1.0819353048889142,-0.441070045161171,[93 36 15 64  1]
[1 0 0 7],14,[19],3,[19],2,3,0,0,0.6389378566843421,1.3703341883738642,1.4736867959938351,2.2966795642682745,[92 72 26 64  0]
[  1 220 188  65],11,[49],3,[49],5,0,1,0,1.6208198134395908,1.0307820942606996,2.0221388835407246,-0.01519788369436841,[33 65 65 64  0]
[  1 111 198  36],3,[28],2,[28],3,1,4,1,-1.3248260568261552,0.3894059164913881,-1.0726978961881521,-0.684425565999344,[34 38 38 64  1]
[  1 111 198 205],13,[9],2,[9],5,1,4,2,1.5480878166429057,0.3894059164913881,-0.9159972997461836,-0.5627478055802575,[34 71 15 64  1]
[  1 220 177 248],15,[55],2,[55],2,2,1,2,-0.37931009846924907,0.31394989557735187,-0.7984718524147073,-0.5019089253707143,[56 75 71 64  0]
[  1   0   0 218],2,[39],2,[39],0,3,0,0,-0.0883821112825087,-0.025602198535812977,0.024206278905627102,-0.5627478055802575,[92 36 53 64  2]
[  1   0 111  23],12,[76],2,[76],2,4,0,0,-1.1793620632327848,-0.9688024599612707,-1.0726978961881521,-0.684425565999344,[93 67 98 64  0]
[  1   0 111   2],17,[76],0,[76],2,4,0,2,-1.1793620632327848,-1.3460825645314538,-1.0726978961881521,-0.684425565999344,[93 88 98 64  0]
[  1 111   0 205],0,[33],1,[33],7,3,4,1,1.220793831057823,1.2571501570028096,-0.21084461575732566,-0.5627478055802575,[92 21 45 64  1]
[  1 111 111   8],0,[40],1,[40],0,4,4,2,-0.8884340760460446,1.445790209287901,-0.9551724488566757,-0.684425565999344,[93 21 54 64  0]
[  1   0 188 200],8,[11],0,[11],1,0,0,0,-0.0883821112825087,-0.2519702612779228,0.4159577700105481,0.28899651735334775,[33 50 17 64  5]
[  1 230   0   7],0,[12],1,[12],3,3,3,1,-1.1793620632327848,1.2194221465457913,-1.0726978961881521,-0.684425565999344,[92 21 18 64  3]
[  1 111 188 194],13,[9],2,[9],5,0,4,1,-0.19748010647753642,1.558974240658956,1.4736867959938351,2.78339060594462,[33 71 15 64  0]
[  1   0 188  52],5,[66],3,[66],1,0,0,0,-1.0702640680377573,-1.383810574988472,-1.0726978961881521,-0.684425565999344,[33 41 85 64  1]
[  1   0 177  26],5,[56],3,[56],2,2,0,0,-1.2157280616311275,-0.28969827173494117,-1.0726978961881521,-0.684425565999344,[56 41 73 64  0]
[  1 220 111 141],14,[40],3,[40],4,4,1,1,-0.8520680776477021,-0.3274262821919595,0.06338142801611903,-0.684425565999344,[93 72 54 64  1]
[  1 209 198 184],13,[55],2,[55],0,1,5,1,0.8207678486760546,0.2384938746633152,-0.9943475979671678,-0.6235866857898008,[34 71 71 64  1]
[ 1  0  0 76],14,[19],3,[19],2,3,0,0,1.438989821447878,0.6535019896905165,-0.9159972997461836,-0.5627478055802575,[92 72 26 64  1]
[  1 230   0 202],0,[34],1,[34],4,3,3,1,-0.4520420952659342,0.2762218851203335,1.5128619451043273,1.5666130017537556,[92 21 47 64  1]
[ 1  0  0 55],0,[38],1,[38],4,3,0,0,-0.30657810167256394,1.1062381151747362,1.6303873924358032,1.384096361125126,[92 21 52 64  2]
[  1   0 177  33],8,[9],0,[9],6,2,0,0,-0.48840809366427657,-0.3274262821919595,-0.48507065953077044,-0.0760367639039116,[56 50 15 64  0]
[  1   0   0 170],0,[38],1,[38],4,3,0,0,1.1480618342611377,1.445790209287901,1.6695625415462954,2.844229486154163,[92 21 52 64  0]
[  1 230 177 244],5,[70],3,[70],2,2,3,2,-0.3429441000709065,-1.0442584808753073,0.2200820244580876,-0.3802311649516278,[56 41 90 64  0]
[  1 177 177 175],10,[40],3,[40],6,2,2,2,-0.9248000744443873,-0.7801624076761792,-0.36754521219929415,-0.684425565999344,[56 61 54 64  1]
[  1   0 111   2],12,[11],2,[11],3,4,0,0,-1.3611920552244978,-0.138786229906868,-1.0726978961881521,-0.684425565999344,[93 67 17 64  1]
[  1   0 188 191],5,[40],3,[40],7,0,0,1,-1.2884600584278125,0.8421420419756078,-1.0726978961881521,-0.684425565999344,[33 41 54 64  1]
[  1 111 177  37],8,[34],0,[34],8,2,4,2,0.2752778727009168,-0.3274262821919595,-0.21084461575732566,0.28899651735334775,[56 50 47 64  1]
[  1 209   0 219],17,[11],0,[11],3,3,5,2,0.1661798775058891,-0.6669783763051244,-0.13249431753634147,-0.6235866857898008,[92 88 17 64  1]
[  1 111 177 197],5,[9],3,[9],2,2,4,1,-0.23384610487587898,-1.3083545540744355,-0.6417712559727389,-0.3193922847420846,[56 41 15 64  1]
[  1 111 198 154],16,[12],0,[12],3,1,4,2,-0.7429700824526744,-0.8178904181331975,-0.328370063088802,-0.684425565999344,[34 77 18 64  3]
[  1 220 177 205],18,[40],3,[40],3,2,1,2,-0.6702380856559894,-1.0442584808753073,-0.328370063088802,-0.684425565999344,[ 56 100  54  64   0]
[  1 230 198 131],10,[46],3,[46],6,1,3,0,-0.8884340760460446,-1.3460825645314538,0.45513291912104026,-0.684425565999344,[34 61 61 64  1]
[  1 177   0  82],0,[43],1,[43],8,3,2,2,-0.3429441000709065,-1.1574425122463623,0.33760747178956385,0.10647987672471808,[92 21 58 64  4]
[  1 230   0   8],15,[9],2,[9],1,3,3,1,-0.5975060888593043,0.6912300001475349,-0.6025961068622467,-0.1977145243229981,[92 75 15 64  3]
[  1 177 188 190],10,[40],3,[40],7,0,2,2,-1.0338980696394149,-1.1951705227033806,-1.0726978961881521,-0.684425565999344,[33 61 54 64  3]
[  1 220 177  17],0,[25],1,[25],1,2,1,0,-1.0702640680377573,-0.8933464390472341,-1.0726978961881521,-0.684425565999344,[56 21 32 64  0]
[  1 111 188  40],3,[7],2,[7],1,0,4,0,1.3298918262528503,0.3516779060343702,0.690183813783993,0.28899651735334775,[33 38 13 64  2]
[ 1  0  0 83],12,[11],2,[11],3,3,0,2,1.2935258278545076,1.2194221465457913,1.042760155778422,1.5666130017537556,[92 67 17 64  0]
[  1 177   0 106],2,[11],2,[11],3,3,2,2,-0.6702380856559894,1.558974240658956,1.042760155778422,-0.684425565999344,[92 36 17 64  0]
[  1 111 177  30],2,[7],2,[7],5,2,4,1,-0.5975060888593043,-0.9688024599612707,-0.328370063088802,-0.5627478055802575,[56 36 13 64  2]
[  1 177   0 231],1,[11],1,[11],1,3,2,0,-0.7066040840543318,2.0117103661431757,1.6695625415462954,-0.684425565999344,[92 27 17 64  0]
[  1   0   0 140],17,[20],0,[20],0,3,0,1,0.45710786469262926,1.2571501570028096,1.3169861995518666,1.140740840286953,[92 88 27 64  1]
[  1 111 177 152],3,[76],2,[76],2,2,4,0,-1.1066300664360997,0.31394989557735187,-1.0726978961881521,-0.684425565999344,[56 38 98 64  1]
[  1 220   0   0],0,[62],1,[62],1,3,1,1,1.8753818022279884,1.6344302615729926,1.3953364977728508,2.6008739653159907,[92 21 81 64  0]
[  1   0 198 121],16,[0],0,[0],2,1,0,0,-0.7066040840543318,-0.516066334477051,0.8468844102259613,-0.684425565999344,[34 77  6 64  1]
[  1   0   0 185],2,[39],2,[39],0,3,0,0,-0.19748010647753642,1.5212462302019376,-0.328370063088802,-0.0760367639039116,[92 36 53 64  3]
[  1 111 177  13],18,[76],3,[76],3,2,4,1,-0.0883821112825087,-0.8556184285902159,-0.2891949139783098,-0.5627478055802575,[ 56 100  98  64   0]
[  1   0 177 100],0,[9],1,[9],6,2,0,1,0.05708188231086139,-1.119714501789344,0.376782620900056,1.0190630798678666,[56 21 15 64  0]
[  1   0 198   3],5,[66],3,[66],1,1,0,0,1.9117478006263309,-1.2706265436174171,0.6118335155630086,1.140740840286953,[34 41 85 64  0]
[  1 111 111  73],15,[22],2,[22],2,4,4,0,0.49347386309097185,-0.40288230310599615,-0.7984718524147073,-0.5019089253707143,[93 75 29 64  0]
